student_id,age,gender,class_grade,school_type,attendance_percentage,math_score,science_score,english_score,social_science_score,previous_grade_percentage,study_hours_per_day,homework_completion,learning_difficulty,internet_access,digital_device,parent_education,parent_occupation,annual_family_income,family_size,distance_to_school_km,transportation,scholarship_received,mentoring_support,extracurricular_participation,health_issue,dropout_history_in_family,motivation_level,teacher_assessment,Target
6052,13,Other,5,NGO,95.1,40,46,57,59,52.5,3,89.4,Yes,Yes,Shared Phone,Primary,Service,246696,7,13.9,Bicycle,No,Yes,Yes,No,No,Medium,Medium,On Track
6053,13,Other,5,Private,60.9,52,51,90,89,69.8,5.6,36.3,Yes,Yes,Laptop,None,Farmer,120416,2,11.2,Walk,No,No,No,No,Yes,Low,Medium,At Risk
6054,10,Female,11,Private,57.1,34,58,51,76,55.1,4.1,83.3,No,No,None,Graduate,Farmer,199633,2,3.1,Bicycle,Yes,No,Yes,No,Yes,Low,Low,At Risk
6055,10,Other,6,Private,90.7,51,71,56,34,57.7,3.1,58.5,Yes,Yes,None,None,Self-employed,51432,4,8.6,Bus,Yes,Yes,No,Yes,No,Low,High,On Track
6056,10,Other,8,NGO,73.8,77,45,76,44,55.8,2.2,90.3,Yes,No,Laptop,Primary,Service,304593,4,10.3,Bus,Yes,No,No,Yes,No,Medium,High,On Track
6057,13,Female,11,Government,92.7,60,30,30,48,39,2.9,57.5,No,No,Shared Phone,Graduate,Labourer,193845,5,2,Bicycle,Yes,Yes,Yes,No,Yes,High,Medium,On Track
6058,12,Male,5,Government,93.4,100,32,67,86,74.7,2.9,55.7,No,Yes,Smartphone,Graduate,Self-employed,224521,2,12.4,Walk,Yes,No,No,Yes,Yes,Low,High,On Track
6059,10,Male,12,Private,74.5,36,65,50,47,51.9,3.2,78,Yes,No,Smartphone,None,Farmer,301478,5,10.4,Bus,Yes,No,Yes,No,No,Medium,Low,On Track
6060,16,Other,11,Government,53.4,42,99,94,65,74.3,1.8,95.7,Yes,No,Laptop,Graduate,Labourer,177192,8,12.8,Bicycle,No,Yes,Yes,Yes,No,Low,Low,At Risk
6061,16,Other,7,Government,50.8,79,86,85,65,77,1.2,35.5,No,Yes,Shared Phone,Primary,Service,140340,6,13.7,Bicycle,No,Yes,No,No,Yes,High,Low,At Risk
6062,10,Other,7,NGO,59.9,40,51,44,83,56.2,4.7,84,Yes,No,Smartphone,Primary,Service,228188,2,14.8,Bicycle,No,No,No,Yes,No,High,Low,At Risk
6063,17,Male,5,Government,60.8,30,55,49,70,52.9,5.4,77.2,No,Yes,None,Primary,Labourer,172261,7,8.9,Bus,Yes,Yes,Yes,Yes,Yes,High,Medium,On Track
6064,13,Female,5,Government,87.8,73,70,78,59,68.7,3.7,41,Yes,Yes,Shared Phone,Secondary,Self-employed,106030,5,2.9,Walk,Yes,Yes,Yes,Yes,Yes,Low,Low,At Risk
6065,18,Female,8,Private,79.8,85,96,59,39,70.5,4.7,88.6,No,Yes,Smartphone,Graduate,Labourer,131707,4,8,Bicycle,Yes,No,Yes,Yes,Yes,Medium,Low,On Track
6066,17,Male,7,Government,65.8,38,63,39,62,48.6,3.7,96,No,No,Laptop,Secondary,Labourer,191653,4,11.4,Bicycle,Yes,No,Yes,Yes,No,Medium,Low,At Risk
6067,12,Male,9,Government,60.2,98,45,53,41,58.9,5.6,48.7,No,No,Smartphone,Secondary,Labourer,188934,8,14.5,Walk,Yes,Yes,Yes,Yes,Yes,Medium,Medium,On Track
6068,16,Male,7,Private,72.1,70,49,63,37,56.9,5.5,83.3,No,No,Laptop,Primary,Service,329570,5,3.2,Bicycle,Yes,No,No,No,Yes,Low,Low,At Risk
6069,18,Female,10,Government,79.1,69,76,49,50,61.4,3.5,68.6,No,Yes,Laptop,Secondary,Labourer,166841,5,0.7,Bicycle,Yes,Yes,Yes,Yes,No,Low,High,On Track
6070,11,Female,10,NGO,94.2,50,38,33,81,46.9,1,36.3,No,No,Shared Phone,None,Labourer,343839,2,8.5,Bus,Yes,Yes,No,Yes,No,Medium,Low,At Risk
6071,14,Other,7,Private,45.2,79,31,83,85,71,5.4,67.8,Yes,No,Shared Phone,Primary,Farmer,168911,2,1.8,Walk,Yes,Yes,No,No,Yes,Medium,High,On Track
6072,15,Other,10,Private,66,61,96,33,40,60.5,4.5,98.5,No,No,Laptop,Primary,Farmer,98958,6,13.6,Bus,Yes,No,Yes,Yes,No,Low,Low,At Risk
6073,10,Other,5,NGO,61.1,89,46,42,43,50.1,1.5,62.7,No,Yes,None,None,Self-employed,190648,7,2.5,Bicycle,Yes,No,No,No,No,Medium,Low,At Risk
6074,14,Female,10,Private,85.3,32,93,33,87,64.5,1.9,72.7,Yes,Yes,Smartphone,None,Farmer,268802,3,0.8,Walk,No,Yes,No,No,Yes,Medium,Low,On Track
6075,10,Other,8,NGO,50,81,95,65,80,79.8,3,62.3,No,Yes,Shared Phone,Primary,Service,231868,8,12.8,Bus,Yes,Yes,Yes,No,No,Medium,High,On Track
6076,15,Female,5,NGO,96.1,85,68,54,67,69.1,2.4,45.6,Yes,No,None,None,Service,246671,7,12.8,Bicycle,No,Yes,Yes,Yes,Yes,High,Medium,On Track
6077,18,Female,8,Government,49.6,66,75,56,43,60.9,4.9,45,Yes,Yes,None,Graduate,Service,225161,6,9.6,Walk,No,Yes,Yes,No,No,Medium,High,On Track
6078,14,Other,11,Government,54.5,33,100,34,61,56.3,3.1,90.6,No,No,None,Secondary,Farmer,232730,7,12.1,Bicycle,No,No,Yes,No,Yes,Medium,Medium,On Track
6079,18,Female,12,Private,65.6,52,89,47,73,65.9,0.7,72,No,No,None,None,Labourer,201954,4,13.9,Bus,Yes,No,No,No,Yes,Low,Low,Dropout
6080,11,Female,5,Government,82.2,55,71,42,88,61.6,5.5,56.7,No,Yes,Laptop,Graduate,Self-employed,154338,3,3.3,Bicycle,No,Yes,Yes,No,No,High,High,On Track
6081,10,Male,7,Private,51.8,42,60,36,45,47.9,2.5,90.4,Yes,Yes,Shared Phone,None,Labourer,271393,3,11.9,Bus,Yes,Yes,Yes,No,No,Medium,Medium,At Risk
6082,14,Female,11,Private,97.8,41,33,45,34,37.6,5.9,33,Yes,No,None,Primary,Self-employed,128558,2,9,Bicycle,No,No,Yes,No,No,High,High,On Track
6083,10,Female,8,Government,72.9,69,60,72,59,64.7,4.3,88.1,No,No,None,Graduate,Service,122771,6,11,Bicycle,No,No,Yes,Yes,Yes,Low,High,On Track
6084,11,Male,12,Private,51.6,91,70,67,92,83.7,1.6,78.1,No,No,Smartphone,Secondary,Farmer,128884,2,1.7,Bus,Yes,No,No,Yes,No,Medium,High,On Track
6085,16,Male,5,Private,48.6,54,40,50,54,47.2,4.8,40.3,Yes,Yes,Shared Phone,None,Farmer,56965,4,14.5,Walk,Yes,No,No,Yes,Yes,Low,Medium,Dropout
6086,17,Other,9,NGO,69.3,68,79,69,31,60.8,5.4,42.7,No,Yes,Laptop,Primary,Self-employed,345058,6,3.5,Bicycle,Yes,No,No,No,No,Medium,High,On Track
6087,16,Male,8,NGO,64,64,77,47,61,62.3,2.4,71.3,Yes,No,Shared Phone,Graduate,Service,136907,8,2.5,Bus,Yes,Yes,Yes,No,Yes,Medium,High,On Track
6088,10,Female,8,Private,96,90,36,66,78,64.8,2,37.2,Yes,No,Smartphone,None,Self-employed,151838,7,8.6,Walk,No,Yes,No,No,Yes,Medium,Medium,On Track
6089,17,Female,8,Government,98.7,75,83,42,42,56.9,1.8,81.7,Yes,Yes,Shared Phone,Primary,Self-employed,48572,6,14.9,Walk,No,No,No,No,No,Low,High,On Track
6090,17,Other,12,NGO,79.2,86,67,100,63,74.6,3.2,51.6,Yes,Yes,Shared Phone,Secondary,Self-employed,349450,8,13.8,Bus,Yes,No,Yes,Yes,No,Medium,High,On Track
6091,18,Other,9,Private,92.7,76,90,50,89,76,0.8,48.7,Yes,No,Smartphone,Graduate,Service,112473,3,6.5,Bicycle,No,Yes,No,Yes,Yes,Medium,High,On Track
6092,15,Female,10,NGO,91.7,55,44,55,60,49.8,1.4,32.3,Yes,Yes,Smartphone,Secondary,Service,314746,7,1,Bus,No,Yes,No,Yes,No,Low,Low,Dropout
6093,18,Male,7,Government,62.8,88,55,55,86,70,1.8,63.6,No,No,Smartphone,Secondary,Service,230061,4,5.2,Walk,Yes,No,No,Yes,Yes,Medium,Medium,On Track
6094,15,Female,9,Government,55,59,90,80,58,72.3,5.9,80.7,No,No,Laptop,Secondary,Labourer,336122,6,6.9,Walk,No,Yes,Yes,Yes,No,Low,Medium,At Risk
6095,10,Female,11,Private,62.6,71,53,71,48,65.2,5.8,75,No,Yes,Smartphone,Secondary,Farmer,158765,7,14.8,Walk,No,Yes,No,Yes,Yes,Medium,Low,At Risk
6096,13,Other,5,Government,81.3,55,37,62,60,55.1,0.7,69.8,No,Yes,Laptop,Primary,Labourer,63465,6,7.4,Bus,Yes,No,No,No,No,Low,High,At Risk
6097,15,Female,12,Government,48,38,65,99,42,60.1,2,54.2,No,No,Laptop,None,Service,256566,8,5.8,Bicycle,Yes,No,No,Yes,Yes,Low,High,At Risk
6098,12,Male,11,NGO,83.4,76,48,54,80,68,3.5,54.8,Yes,Yes,Laptop,Secondary,Farmer,120281,6,13.4,Bicycle,Yes,Yes,No,Yes,No,Low,Low,At Risk
6099,16,Male,7,Government,75.2,39,36,45,46,37.5,2.4,89.1,Yes,Yes,Shared Phone,None,Self-employed,149514,8,8.2,Bus,Yes,No,Yes,No,No,High,Medium,On Track
6100,11,Other,7,Government,88,85,61,32,67,56.9,0.9,73,No,No,Laptop,Graduate,Service,178230,6,9,Walk,No,Yes,Yes,No,Yes,High,Medium,On Track
6101,15,Female,11,Government,70.1,67,54,91,53,61.3,3.8,54.8,Yes,No,Laptop,Primary,Farmer,222189,8,6.9,Bicycle,Yes,Yes,Yes,No,Yes,Medium,High,On Track
6102,11,Female,11,Government,97.1,83,49,41,94,69.5,5.7,99.7,Yes,Yes,Shared Phone,Primary,Labourer,299491,4,1.5,Bicycle,No,No,Yes,No,Yes,High,High,On Track
6103,17,Female,12,Private,52.5,32,72,50,30,46.7,3.3,81.7,No,Yes,Shared Phone,Primary,Labourer,340255,6,8.5,Bus,No,No,No,No,Yes,High,Low,At Risk
6104,10,Male,10,Private,62.9,54,69,31,79,57.8,1.9,60.1,No,Yes,Shared Phone,None,Farmer,317431,8,1.1,Bicycle,Yes,Yes,No,Yes,No,Medium,Low,At Risk
6105,14,Other,9,Government,46.9,90,52,69,48,61.4,2.1,38.8,Yes,No,None,None,Labourer,331871,3,6.7,Walk,No,No,Yes,Yes,No,Low,Medium,At Risk
6106,14,Male,7,NGO,65.4,75,82,81,61,74.9,4.3,42.8,Yes,Yes,Shared Phone,Primary,Self-employed,63231,5,11.5,Bicycle,No,Yes,Yes,Yes,No,Medium,High,On Track
6107,12,Other,5,NGO,45.4,49,69,67,83,67.3,0.8,55.5,No,Yes,Smartphone,Secondary,Service,176998,3,2.1,Walk,Yes,Yes,No,Yes,No,High,Low,At Risk
6108,16,Male,8,NGO,65,83,47,41,99,64.9,3.1,70.2,No,No,None,None,Labourer,62630,2,0.2,Bus,Yes,No,No,No,Yes,High,Medium,On Track
6109,17,Female,7,NGO,87.4,82,36,93,48,65,5,59,Yes,No,Laptop,Secondary,Service,127353,3,12.7,Bus,Yes,Yes,Yes,No,No,High,Low,On Track
6110,13,Male,10,NGO,84.8,90,62,55,72,74,3.6,43.8,No,No,Shared Phone,Secondary,Service,74346,4,2.3,Bus,Yes,No,No,Yes,No,Medium,Low,On Track
6111,10,Other,6,Government,83,92,31,70,41,56,0.5,61.9,No,Yes,None,None,Self-employed,98371,6,12.3,Bus,Yes,No,Yes,No,Yes,Medium,High,On Track
6112,12,Female,5,Private,94.7,90,92,85,59,81.7,1.5,90.1,Yes,Yes,Smartphone,None,Labourer,288434,3,4.4,Bus,Yes,No,Yes,Yes,Yes,High,High,On Track
6113,16,Male,12,Private,59.2,88,98,79,96,91,1.8,83.1,No,Yes,Laptop,None,Farmer,175263,3,6.2,Bus,Yes,Yes,No,Yes,No,High,Medium,On Track
6114,16,Male,10,Private,46.9,89,94,44,41,62.1,4.4,60.5,No,Yes,Shared Phone,Graduate,Service,287052,2,8.1,Walk,Yes,No,No,No,No,High,High,On Track
6115,18,Male,6,Government,76.9,44,79,73,39,55,2.1,38.9,Yes,Yes,None,Primary,Farmer,229765,8,1.5,Bicycle,No,No,No,No,Yes,Low,High,On Track
6116,18,Male,7,Government,78.5,86,87,45,39,62.6,2.8,89.7,Yes,Yes,None,Primary,Service,168821,8,9,Bus,No,Yes,Yes,Yes,No,High,Medium,On Track
6117,12,Other,5,Government,62,79,60,31,82,64.3,1.3,41.6,No,Yes,Shared Phone,Primary,Labourer,189853,8,7.5,Walk,Yes,Yes,Yes,Yes,No,Low,Low,Dropout
6118,15,Male,12,Government,49,90,46,69,60,63.2,3.4,63.7,Yes,No,None,Secondary,Service,130329,2,9.3,Bus,No,Yes,Yes,No,Yes,High,Low,At Risk
6119,10,Female,10,Government,91.2,88,94,69,30,69.5,1.5,37.2,Yes,Yes,Smartphone,Primary,Self-employed,198513,5,4.5,Bus,No,No,No,No,No,Low,Low,At Risk
6120,14,Other,6,Private,90.6,57,35,47,77,49.3,1.3,60.7,No,Yes,Shared Phone,Primary,Farmer,204510,5,8.5,Bicycle,No,No,Yes,Yes,No,High,High,On Track
6121,13,Female,12,NGO,87.2,57,66,43,81,65.4,3.9,52.8,Yes,Yes,Shared Phone,Graduate,Labourer,227944,8,8.9,Bus,Yes,Yes,Yes,No,Yes,High,High,On Track
6122,18,Other,10,Private,66.4,66,76,76,62,74.8,2.8,33.3,Yes,No,Laptop,Primary,Farmer,84215,5,11,Bicycle,Yes,No,No,Yes,Yes,High,High,On Track
6123,16,Female,6,Government,70.1,76,31,63,91,68.8,1.7,70.8,No,Yes,None,Graduate,Service,131682,7,8.4,Walk,No,Yes,No,No,No,Medium,High,On Track
6124,17,Female,7,Private,63.6,41,53,44,40,46.7,3.6,90,Yes,Yes,None,Secondary,Service,45031,2,10.1,Bus,Yes,Yes,Yes,No,No,Medium,Low,Dropout
6125,15,Other,10,Private,97.2,41,90,94,43,66.8,2.4,95.6,Yes,Yes,Smartphone,None,Farmer,343102,4,6,Walk,Yes,No,Yes,Yes,No,Medium,Medium,On Track
6126,10,Other,9,Private,92.8,58,65,75,30,56.2,0.6,83.6,Yes,No,Shared Phone,Graduate,Self-employed,259478,4,7.5,Bus,Yes,No,Yes,No,No,Low,High,On Track
6127,15,Other,8,Government,51.5,32,86,60,45,59.1,3.8,61.8,Yes,No,None,Secondary,Self-employed,284423,3,12,Walk,Yes,Yes,Yes,Yes,Yes,Medium,High,On Track
6128,16,Female,5,Government,88.2,30,98,48,51,55.2,1.4,55.4,No,No,Laptop,Graduate,Self-employed,284361,8,8.1,Bicycle,No,Yes,Yes,No,Yes,Low,High,On Track
6129,18,Female,8,Government,72.8,47,94,36,30,53.9,3.3,57.9,Yes,No,None,Primary,Self-employed,187063,3,4.6,Walk,Yes,Yes,Yes,Yes,Yes,High,Medium,On Track
6130,10,Other,8,Private,99.8,42,52,66,30,43.3,5.9,49.4,No,No,Laptop,Graduate,Farmer,124880,3,2.5,Bus,Yes,No,No,Yes,No,Medium,Low,At Risk
6131,13,Other,10,NGO,89.6,73,78,54,32,60,4.8,79.9,No,Yes,None,Secondary,Farmer,81157,3,3.7,Bus,No,Yes,No,No,No,High,Low,On Track
6132,14,Female,11,Government,46.6,84,95,40,94,79.4,4.1,78.8,No,Yes,Shared Phone,Graduate,Service,320209,4,0.9,Walk,Yes,No,Yes,Yes,No,Medium,Low,At Risk
6133,13,Male,5,Private,58.1,100,48,98,59,80.2,0.8,93.7,Yes,No,Smartphone,Graduate,Self-employed,259745,6,0.4,Bus,Yes,Yes,No,Yes,Yes,Low,Medium,At Risk
6134,17,Male,10,Private,84.3,66,61,100,81,74.6,5.8,71.8,No,No,Shared Phone,Primary,Labourer,223391,5,14.8,Bicycle,Yes,No,No,No,No,High,Medium,On Track
6135,10,Other,12,Private,46,82,92,62,98,83,1.6,44.8,No,No,Smartphone,Secondary,Farmer,347782,2,12.8,Walk,No,No,No,No,No,Medium,High,On Track
6136,12,Female,10,Government,63.8,43,100,44,96,66.6,2.3,97.9,Yes,No,Smartphone,Graduate,Service,149079,6,8.5,Walk,No,Yes,Yes,No,No,Medium,Low,At Risk
6137,11,Female,7,NGO,47.6,49,52,97,59,67.7,5.6,35.8,No,Yes,None,Primary,Self-employed,152481,3,1.6,Bicycle,No,Yes,No,Yes,No,High,Low,At Risk
6138,15,Female,6,NGO,99.3,75,45,42,75,54.4,5.3,68.7,Yes,No,Laptop,Graduate,Farmer,215704,8,2.7,Bicycle,No,No,Yes,Yes,Yes,High,High,On Track
6139,18,Other,7,Private,85.9,90,40,44,62,55.1,3.8,35.7,No,No,Shared Phone,Graduate,Labourer,131957,4,3.8,Walk,Yes,Yes,No,Yes,Yes,Low,Medium,On Track
6140,10,Female,5,Government,93.9,62,87,41,32,54.9,3.2,38,Yes,No,Laptop,Primary,Service,305812,4,13.9,Bicycle,No,Yes,Yes,No,No,Low,Low,At Risk
6141,11,Male,6,Private,48.7,71,33,80,40,51.9,4.1,58.2,Yes,No,Shared Phone,Secondary,Farmer,339227,7,9.4,Bicycle,No,No,Yes,Yes,Yes,Low,Low,At Risk
6142,12,Female,6,NGO,63.7,62,43,64,96,65.1,4.2,50.4,No,No,None,Secondary,Farmer,198542,5,14.3,Walk,No,No,No,No,Yes,Medium,Low,At Risk
6143,16,Female,12,Private,73.8,77,44,73,84,69.9,1.1,34.4,Yes,No,Shared Phone,Secondary,Self-employed,334618,5,11.6,Walk,No,Yes,No,No,Yes,Low,Medium,On Track
6144,11,Male,7,NGO,99.4,99,79,81,73,84,5.8,56,Yes,No,None,Graduate,Self-employed,172998,4,4.1,Walk,No,Yes,Yes,No,Yes,Low,High,On Track
6145,13,Male,7,Government,93.7,97,92,90,54,78.9,1.9,32.6,Yes,Yes,Laptop,Graduate,Self-employed,261938,5,10.2,Walk,No,No,No,No,No,Low,Medium,On Track
6146,11,Other,8,Private,95,64,60,62,65,64.8,6,69.9,No,Yes,Laptop,None,Service,325144,2,6.3,Bus,Yes,No,No,Yes,Yes,Medium,High,On Track
6147,15,Female,12,Private,95,69,81,41,56,58,1,56.4,Yes,Yes,None,Graduate,Service,312240,6,6.5,Walk,Yes,Yes,No,Yes,Yes,Low,High,On Track
6148,14,Female,5,NGO,79.6,78,92,90,68,84.8,2.4,32.3,Yes,Yes,None,Secondary,Self-employed,349493,2,13.6,Bicycle,Yes,Yes,Yes,Yes,No,Low,Medium,On Track
6149,14,Other,10,Government,82.9,39,77,76,79,72.3,2.1,64.1,No,No,Laptop,None,Service,215023,3,13.4,Bicycle,No,Yes,No,No,No,High,Low,On Track
6150,18,Other,7,Government,50.7,55,31,85,76,65.4,2.8,48.1,No,Yes,None,Secondary,Farmer,60200,3,1.4,Bus,Yes,Yes,Yes,Yes,No,Low,High,At Risk
6151,11,Other,7,NGO,72.7,47,86,87,46,66.9,2.7,58.6,Yes,No,Shared Phone,Graduate,Labourer,226131,6,11.3,Bus,Yes,Yes,Yes,No,No,High,High,On Track
6152,12,Other,6,Government,47.9,55,53,58,97,67.3,4.9,94.8,No,Yes,None,Secondary,Self-employed,81964,8,5.2,Bus,No,Yes,No,No,Yes,High,High,On Track
6153,11,Male,10,Government,57,69,74,69,97,77.9,5.6,55.2,No,Yes,Laptop,Graduate,Service,172976,6,12.3,Bicycle,Yes,Yes,Yes,Yes,Yes,Medium,Medium,On Track
6154,18,Female,10,Private,47,53,53,55,61,52.7,4.1,99.8,No,No,Shared Phone,Secondary,Service,80028,4,1.2,Bus,Yes,Yes,No,No,Yes,High,Low,At Risk
6155,12,Other,10,Private,73.8,90,74,65,72,74.3,1.5,33.7,Yes,No,Shared Phone,None,Farmer,121670,4,4.6,Walk,No,No,No,Yes,Yes,Low,Low,At Risk
6156,17,Female,11,NGO,74.7,79,61,42,38,51.8,3.8,44.2,No,Yes,Laptop,Graduate,Labourer,137035,2,10.4,Bicycle,No,Yes,Yes,Yes,Yes,Low,Medium,On Track
6157,14,Female,7,Private,72,60,31,73,40,52.4,2.6,77.3,Yes,Yes,Laptop,Graduate,Farmer,40607,2,6.4,Bus,No,Yes,Yes,No,No,High,Medium,On Track
6158,14,Female,6,Private,53.7,92,66,39,37,62.9,1.5,95.4,No,Yes,Shared Phone,Secondary,Farmer,176092,2,1.3,Walk,No,Yes,No,Yes,No,High,Medium,On Track
6159,13,Male,11,Government,82.7,96,36,93,49,69.5,3.5,42.8,No,No,Laptop,Graduate,Service,136736,2,3.1,Bicycle,No,Yes,No,No,No,High,Medium,On Track
6160,12,Other,7,NGO,68.2,100,63,97,44,75,5.3,94.8,Yes,No,None,None,Labourer,317173,6,13.5,Walk,Yes,Yes,Yes,Yes,No,Low,High,At Risk
6161,12,Other,9,Government,84.2,88,76,49,66,72.4,1.7,92.7,Yes,No,Shared Phone,None,Labourer,156687,7,11.4,Walk,Yes,Yes,No,Yes,No,High,Medium,On Track
6162,13,Male,8,NGO,79.9,52,93,43,79,67.3,0.9,34.7,No,Yes,Smartphone,None,Farmer,113252,7,4.1,Bus,No,Yes,No,Yes,No,Medium,High,On Track
6163,13,Other,8,Government,82.9,31,74,83,36,55.3,4.8,63.1,No,Yes,Smartphone,None,Service,337934,6,13.8,Bus,Yes,Yes,No,Yes,Yes,Low,High,On Track
6164,17,Male,5,Private,57.4,39,61,82,85,66.7,4.6,84.6,Yes,Yes,Laptop,Graduate,Farmer,173698,2,9.3,Walk,Yes,No,No,No,Yes,Medium,Low,At Risk
6165,11,Male,11,NGO,82.6,80,64,65,68,66.2,0.8,50.9,Yes,Yes,Smartphone,None,Self-employed,270340,2,9.4,Bicycle,Yes,No,Yes,Yes,Yes,Low,Medium,On Track
6166,13,Other,10,Government,49.4,62,93,67,81,73.6,5.9,87,Yes,No,Laptop,Primary,Service,128576,7,10.4,Bus,Yes,Yes,No,Yes,No,Medium,High,On Track
6167,13,Female,8,Private,83.2,33,36,59,46,45.1,4.5,42.7,Yes,No,Shared Phone,Secondary,Self-employed,122645,5,7.6,Walk,Yes,No,No,No,No,High,Medium,On Track
6168,14,Other,7,Government,65.2,88,38,87,76,76.1,5.5,56.9,Yes,Yes,Smartphone,Graduate,Labourer,170335,8,2.8,Walk,No,Yes,No,Yes,Yes,Low,Medium,At Risk
6169,10,Female,10,NGO,73.8,79,30,48,39,49.9,3.4,45.6,No,Yes,Shared Phone,Primary,Farmer,196158,5,8.8,Bicycle,No,Yes,Yes,Yes,Yes,Medium,High,On Track
6170,10,Male,6,NGO,91.9,72,54,98,79,73.4,3.4,31.5,No,No,None,Primary,Labourer,318236,8,9.7,Bicycle,Yes,Yes,No,No,No,Medium,Low,On Track
6171,18,Male,9,Government,69.3,42,40,31,48,45.1,4.5,99.1,No,Yes,Laptop,Secondary,Farmer,190534,2,5,Walk,Yes,Yes,No,No,No,Low,High,At Risk
6172,16,Other,12,Government,51,69,56,95,68,74.8,0.9,86.7,No,No,Shared Phone,Graduate,Service,117475,4,3.8,Bus,Yes,No,Yes,No,No,Medium,Medium,On Track
6173,11,Female,11,NGO,55.3,62,60,66,39,54.5,5,66.1,No,No,Shared Phone,Primary,Service,315825,3,6.1,Bus,No,No,No,Yes,No,Low,High,At Risk
6174,11,Other,11,Government,70.5,34,82,79,70,61.6,3.3,71.2,No,No,None,None,Labourer,183358,6,6.9,Walk,No,No,No,No,Yes,Low,Medium,On Track
6175,11,Male,11,Private,70.1,75,76,72,57,72,0.5,98.7,Yes,Yes,None,Secondary,Service,55118,3,2,Bus,No,No,Yes,No,Yes,Low,High,At Risk
6176,15,Male,10,NGO,62.8,85,64,100,56,76.9,5.2,82.1,No,No,Shared Phone,None,Service,46666,6,14.1,Bus,Yes,No,Yes,No,Yes,Low,Medium,At Risk
6177,18,Female,12,Private,51.2,60,67,85,92,73.6,3.1,84.6,Yes,Yes,Shared Phone,Graduate,Labourer,316281,8,1.6,Bicycle,Yes,Yes,Yes,No,No,High,High,On Track
6178,12,Female,12,Government,48.1,73,50,72,65,69,1.1,84.8,Yes,Yes,Laptop,Primary,Farmer,247007,3,7.8,Bus,Yes,Yes,Yes,Yes,Yes,High,Low,At Risk
6179,14,Other,11,Private,83.5,44,97,85,55,65.8,3.4,63.4,No,Yes,Laptop,Graduate,Self-employed,187294,3,10.1,Bus,Yes,Yes,Yes,No,Yes,Medium,Low,On Track
6180,18,Male,11,Private,98,36,60,59,81,62.4,5.9,60.2,No,Yes,Shared Phone,Primary,Self-employed,58399,7,9.3,Bicycle,No,No,No,Yes,Yes,High,Low,On Track
6181,12,Male,6,Private,62.3,52,58,83,81,68.7,5.1,64.3,No,Yes,Laptop,None,Service,292165,4,4.9,Bicycle,Yes,Yes,Yes,No,Yes,High,High,On Track
6182,17,Other,10,Private,85.4,83,55,69,60,65,0.7,70.9,No,No,Laptop,Graduate,Labourer,266829,4,5.2,Bus,Yes,Yes,No,No,Yes,Low,Low,At Risk
6183,18,Female,7,Private,86.6,91,52,63,34,63.5,2.3,56.4,Yes,Yes,Laptop,Graduate,Farmer,176183,4,2.4,Walk,Yes,Yes,No,No,No,Low,Medium,On Track
6184,15,Other,9,Private,80.7,96,73,50,86,74.1,5.4,59,No,Yes,None,Secondary,Service,126123,8,14.7,Walk,Yes,No,Yes,No,Yes,Medium,Low,On Track
6185,11,Other,10,NGO,86.6,82,59,47,65,58.5,2.4,31.3,Yes,No,Laptop,None,Labourer,230606,6,6,Bus,No,No,No,Yes,No,Low,Low,At Risk
6186,16,Other,5,Government,80.3,99,51,39,66,61,2.2,93.1,No,Yes,Laptop,Secondary,Farmer,334410,6,5.2,Walk,Yes,No,No,Yes,No,Medium,Low,On Track
6187,11,Other,9,Private,50.9,63,87,82,45,71.1,4.6,55,No,No,None,Secondary,Self-employed,193891,8,0.7,Walk,No,No,Yes,Yes,Yes,Low,Low,At Risk
6188,14,Female,10,NGO,45.4,81,51,52,60,59.2,4.4,63.3,Yes,No,None,Secondary,Farmer,215321,3,5.5,Walk,No,Yes,No,No,Yes,Low,Low,At Risk
6189,15,Female,10,Government,71.2,48,44,80,39,48.5,3.3,60,Yes,No,Shared Phone,Graduate,Self-employed,308467,8,10.8,Bus,No,No,No,Yes,No,Low,Medium,At Risk
6190,12,Female,7,NGO,59.4,53,64,51,30,44.8,3.8,90.2,Yes,Yes,Smartphone,Secondary,Service,277891,4,5.8,Bus,No,No,Yes,No,Yes,Low,Low,Dropout
6191,14,Female,5,Government,56.4,80,42,32,72,61,1.5,61.6,Yes,Yes,Laptop,None,Labourer,52292,5,2,Bus,Yes,Yes,No,Yes,No,Medium,Medium,On Track
6192,12,Male,9,NGO,69.2,62,96,58,40,61.4,2.7,75.3,No,No,None,Secondary,Self-employed,176878,6,2.6,Bus,Yes,No,No,No,Yes,High,Medium,On Track
6193,18,Female,12,NGO,45.2,37,32,77,48,45.5,5.6,66,No,Yes,None,Secondary,Farmer,255850,4,2.6,Walk,Yes,No,Yes,No,Yes,High,Medium,At Risk
6194,17,Female,12,NGO,67.8,96,66,90,93,90.5,1,74.5,Yes,Yes,Shared Phone,None,Self-employed,287323,7,0.5,Walk,Yes,Yes,Yes,Yes,Yes,High,Medium,On Track
6195,11,Male,8,Private,64.3,52,44,99,77,65.5,2.2,49.5,No,No,Shared Phone,None,Service,90978,6,13.4,Bicycle,Yes,No,Yes,No,No,Low,Medium,At Risk
6196,14,Female,11,Government,62.5,31,87,79,45,62.2,3.3,67.2,Yes,No,Laptop,None,Self-employed,296358,3,9.2,Bus,Yes,Yes,Yes,No,No,Low,Medium,At Risk
